id,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,bonusPointsEarnedReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId,receiptId
3913,null,SNLPLUSH,4.99,4.99,null,1182,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.99,SNLPLUSH,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3914,null,SNLPLUSH,4.99,4.99,null,1185,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.99,SNLPLUSH,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3915,null,FSQUISHMUALLOW,4.97,4.97,null,1188,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.97,FSQUISHMUALLOW,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3916,null,E SHEETS/CO,19.99,19.99,null,1191,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.99,E SHEETS/CO,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3917,null,E SHEETS/CO,19.99,19.99,null,1194,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.99,E SHEETS/CO,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3918,null,Sparkling Peach,11.49,11.49,null,1197,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.49,SPARKLING,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3919,null,FSPYARKLING,11.49,11.49,null,1200,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.49,FSPYARKLING,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3920,013120002588,ORE-IDA Golden Fries - 32oz,2.49,2.49,null,1202,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,ORE-IDA FROZEN POTATOES,559c2234e4b06aca36af13c6,null,null,null,ORE-IDA,null,2.49,OIDA FRN FRY,null,null,12.5,null,null,null,null,null,null,ORE-IDA FROZEN POTATOES,600af82f0a720f053500000a
3921,070492140003,FRTN RFRG FLT YKSB BAG 7 OZ,2.49,2.49,null,1210,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,FORTUNE YAKISOBA,null,2.49,FOIDA FRN FRY,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3922,051700788262,FINISH JET DRY AUTOMATIC DSHW RNS AGNT 16 FL OZ 005170078826,9.79,9.79,null,1215,null,1,null,null,null,null,null,null,5f036cedac99f02d72388690,FINISH DISHWASHING ENHANCERS,5f036cedac99f02d72388690,null,null,null,FINISH,null,9.79,FNSH RINSE A,null,null,97.9,null,null,null,null,null,null,FINISH DISHWASHING ENHANCERS,600af82f0a720f053500000a
3923,051700788262,FINISH JET DRY AUTOMATIC DSHW RNS AGNT 16 FL OZ 005170078826,9.79,9.79,null,1218,null,1,null,null,null,null,null,null,5f036cedac99f02d72388690,FINISH DISHWASHING ENHANCERS,5f036cedac99f02d72388690,null,null,null,FINISH,null,9.79,FNSH RINSE A,null,null,97.9,null,null,null,null,null,null,FINISH DISHWASHING ENHANCERS,600af82f0a720f053500000a
3924,null,PILLSBURY CA,1.67,1.67,null,1232,null,1,null,null,null,null,null,null,null,null,null,null,null,null,PILLSBURY,null,1.67,PILLSBURY CA,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3925,null,PILLSBURY CA,1.67,1.67,null,1234,null,1,null,null,null,null,null,null,null,null,null,null,null,null,PILLSBURY,null,1.67,PILLSBURY CA,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3926,null,PILLSBURY CA,1.66,1.66,null,1237,null,1,null,null,null,null,null,null,null,null,null,null,null,null,PILLSBURY,null,1.66,PILLSBURY CA,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3927,null,RICEARONT,1.29,1.29,null,1239,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.29,RICEARONT,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3928,null,STO BLUETORT LLA,2.49,2.49,null,1248,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.49,STO BLUETORT LLA,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3929,null,KELL NTGR BAR,2.99,2.99,null,1251,null,1,null,null,null,null,null,null,null,null,null,null,null,null,NUTRI-GRAIN,null,2.99,KELL NTGR BAR,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3930,030000562383,Quaker Life Cinnamon Cereal Giant Size,5.19,5.19,null,1254,null,1,null,null,null,null,null,null,null,APPLE CINNAMON CHEERIOS CEREAL,5332f5f3e4b03c9a25efd0ae,null,null,null,QUAKER,null,5.19,QKER L FE CNNMN,null,null,null,null,1,null,null,null,null,QUAKER CEREAL & OATS,600af82f0a720f053500000a
3931,null,DIGORNO PIZZ4,4.99,4.99,null,1257,null,1,null,null,null,null,null,null,null,null,null,null,null,null,DIGIORNO,null,4.99,DIGORNO PIZZ4,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3932,041483030917,Kemps Chocolate Chip Ice Cream Sandwiches,2.99,2.99,null,1260,null,1,null,null,null,null,null,null,null,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,KEMPS,BEN AND JERRYS ICE CREAM,2.99,KEMPS COT AGE CHSE,null,null,null,null,1,null,null,null,null,null,600af82f0a720f053500000a
3933,null,Whole Milk,3.29,3.29,null,1263,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.29,THAIKTCCNT MILK,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3934,null,POMP OLV OIL,7.19,7.19,null,1268,null,1,null,null,null,null,null,null,null,null,null,null,null,null,POMPEIAN,null,7.19,POMP OLV OIL,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3935,null,Top Round Steak,4.43,4.43,null,1270,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.43,ROUND STEAK,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3936,null,Ground Turkey,4.99,4.99,null,1272,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.99,PJENO TRKY GRND,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3937,null,Chicken Breast,10.48,10.48,null,1274,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.48,CHK BRST,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3938,021000612239,Philadelphia Cream Cheese Spread - Original,1.67,1.67,null,1276,null,1,null,null,null,null,null,null,null,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,null,null,null,PHILADELPHIA,null,1.67,PHLLY CREAM CHEESE,null,null,null,null,1,null,null,null,null,PHILADELPHIA CREAM CHEESE - BRICK,600af82f0a720f053500000a
3939,311111208538,JUST CRACK AN EGG SCRAMBLE KIT,2.49,2.49,null,1279,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,JUST CRACK AN EGG SCRAMBLE KIT,559c2234e4b06aca36af13c6,null,null,null,JUST CRACK AN EGG,null,2.49,JUST CRACK EGG A,null,null,12.5,null,0,null,null,null,null,JUST CRACK AN EGG SCRAMBLE KIT,600af82f0a720f053500000a
3940,311111208538,JUST CRACK AN EGG SCRAMBLE KIT,2.49,2.49,null,1281,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,JUST CRACK AN EGG SCRAMBLE KIT,559c2234e4b06aca36af13c6,null,null,null,JUST CRACK AN EGG,null,2.49,JUST CRACK EGG A,null,null,12.5,null,0,null,null,null,null,JUST CRACK AN EGG SCRAMBLE KIT,600af82f0a720f053500000a
3941,021000615315,Kraft Cheese Grated - Parmesan,3.99,3.99,null,1283,null,1,null,null,null,null,null,null,null,SARGENTO GRATED PARMESAN CHEESE,5e7cf838f221c312e698a628,null,null,null,KRAFT,null,3.99,KRFT PARMESN,null,null,null,null,1,null,null,null,null,KRAFT GRATED PARMESAN,600af82f0a720f053500000a
3942,null,THMS ENGLSH MUFF,3.49,3.49,null,1285,null,1,null,null,null,null,null,null,null,null,null,null,null,null,THOMAS ENGLISH MUFFINS,null,3.49,THMS ENGLSH MUFF,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3943,020169222341,CRYS FRM SMP PTT DCD KP RFRG SPCL BAG 20 OZ,1.73,1.73,null,1288,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,SIMPLY POTATOES,O THAT'S GOOD - SIDES,1.73,S VEET POTATOES,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3944,null,Peppers Organic Mini Sweet,5.96,5.96,null,1290,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.96,PPRS BLGRN ORGNC,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3945,074904100104,CHQT BNN SNGL FRT 1 CT,1.64,1.64,null,1292,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,CHIQUITA,null,1.64,CHIQ BANANAS 2.98,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3946,null,Organic Red Pepper,3.98,3.98,null,1296,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.98,PEPPERS RED ORG,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3947,4225,Large Hass Avocados,4.79,4.79,null,1298,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.79,AVOCADO,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3948,4225,Large Hass Avocados,1.76,1.76,null,1300,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.76,AVOCADO HASS LG,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3949,011110876942,Simple Truth Organic Fat Free Vegetable Broth,1.67,1.67,null,1308,null,1,null,null,null,null,null,null,null,null,null,null,null,null,SIMPLE TRUTH ORGANIC,null,1.67,STO VEGETABLE BRTH,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3950,011110857132,Simple Truth Organic Green Beans,1.99,1.99,null,1311,null,1,null,null,null,null,null,null,null,null,null,null,null,null,SIMPLE TRUTH ORGANIC,null,1.99,STO GREEN BEANS,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3951,null,STOVEGETABLE BATH,1.66,1.66,null,1314,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.66,STOVEGETABLE BATH,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3952,052100037509,MCRM GNGR GRND SSNN JAR 0.7 OZ,5.39,5.39,null,1317,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,MCCORMICK,null,5.39,MCCO SP CES,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3953,null,STOTURMER C,3.49,3.49,null,1320,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.49,STOTURMER C,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3954,null,STO CURRY P VD,3.59,3.59,null,1323,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.59,STO CURRY P VD,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3955,null,STO CHICKEN,10.35,10.35,null,1326,null,1,null,null,null,null,null,null,null,null,null,null,null,null,STOUFFER'S,T.G.I. FRIDAY'S FROZEN APPETIZER,10.35,STO CHICKEN,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3956,null,Chicken,10.83,10.83,null,1330,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.83,ESTO CHICKEN,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3957,null,EEGGO NAFFLES,2.49,2.49,null,1333,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.49,EEGGO NAFFLES,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3958,null,Almonds,2.99,2.99,null,1336,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.99,E ELDM ALMONDS,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3959,null,SIMPLYOAANGEJCE,3.99,3.99,null,1339,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.99,SIMPLYOAANGEJCE,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3960,4068,Green Onions,0.48,0.48,null,1341,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.48,ONIONS SHLALLOTS,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3961,null,FNDYCILANTRO,2.29,2.29,null,1344,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.29,FNDYCILANTRO,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3962,null,Chicken Bone Broth,4.99,4.99,null,1349,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.99,PAUCF BONE BROTH,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3963,null,Hummus Roasted Red Pepper,3.99,3.99,null,1354,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.99,SAJBRA HUMMUS,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3964,null,JUMBO GARL C,0.59,0.59,null,1359,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.59,JUMBO GARL C,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3965,511111704140,PREGO,2.19,2.19,null,1361,null,1,null,null,null,null,null,null,5a734034e4b0d58f376be874,null,5a734034e4b0d58f376be874,null,null,null,PREGO,null,2.19,PREGO PASTA SAUCE,null,null,21.9,null,0,null,null,null,null,null,600af82f0a720f053500000a
3966,041235000328,MRS RNF NCH CHS BLND SHLF STBL SC JAR 16 OZ,3.99,3.99,null,1363,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,MRS. RENFRO'S,VELVEETA CHEESE - SAUCE,3.99,RENFROS PCNTE SCE,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3967,null,STO VVHITE INE,2.89,2.89,null,1365,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.89,STO VVHITE INE,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3968,null,KLARBRUNN 12PK 12 FL OZ,6.32,6.32,null,1404,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.32,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3969,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.06,1.06,null,1409,null,1,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,1.06,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,null,PEPSI 12 OZ 12 PACK,600af82f0a720f053500000a
3970,null,EMIL S SAUSAGE MUSHROOM PIZZA,6.71,6.71,null,1413,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.71,EMIL S SAUSAGE MUSHROOM PIZZA,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3971,null,KLARBRUNN 12PK 12 FL OZ,19.08,19.08,null,1417,null,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.08,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,null,null,600af82f0a720f053500000a
3972,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,7.80,7.80,null,1422,null,2,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,7.80,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,null,DORITOS NACHO CHEESE MULTI SERVE,600af82f0a720f053500000a
3973,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,14.01,14.01,null,1006,null,3,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,14.01,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,140.1,null,null,null,null,null,null,BEN AND JERRYS ICE CREAM,600b39f60a720f053500000e
3974,076840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,28.00,28.00,null,1009,null,5,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,28.00,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,280.0,null,null,null,null,null,null,BEN AND JERRYS ICE CREAM,600b39f60a720f053500000e
3975,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,10.28,10.28,null,1012,null,2,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,10.28,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,102.8,null,null,null,null,null,null,BEN AND JERRYS ICE CREAM,600b39f60a720f053500000e
3976,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,8.52,8.52,null,1015,null,2,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,8.52,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,null,DORITOS NACHO CHEESE MULTI SERVE,600b39f60a720f053500000e
3977,null,GMIEES LCKYCART,10.99,10.99,null,1022,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.99,GMIEES LCKYCART,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3978,null,BC DLGHTS-BRS MX0.99,0.79,0.79,null,1024,null,1,null,null,null,null,null,null,null,null,null,null,null,null,BETTY CROCKER,null,0.79,BC DLGHTS-BRS MX0.99,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3979,null,BC HRSHYCHOC FRST,1.98,1.98,null,1026,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.98,BC HRSHYCHOC FRST,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3980,311111434807,CHEX CEREAL MEDIUM SIZE,1.49,1.49,null,1028,null,1,null,null,null,null,null,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,CHEX CEREAL MEDIUM SIZE,5332f5f3e4b03c9a25efd0ae,null,null,null,CHEX,null,1.49,GMILLS CHEX,null,null,null,null,0,null,null,null,null,CHEX CEREAL MEDIUM SIZE,600b39f60a720f053500000e
3981,016000877009,General Mills Breakfast Packs Rte Cereal - 9.14Oz,2.49,2.49,null,1030,null,1,null,null,null,null,null,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,GM CEREAL VARIETY PACKS,5332f5f3e4b03c9a25efd0ae,null,null,null,GENERAL MILLS,null,2.49,GM CEREAL RICE,null,null,null,null,null,null,null,null,null,GM CEREAL VARIETY PACKS,600b39f60a720f053500000e
3982,null,GM CEREALCRN,2.49,2.49,null,1032,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.49,GM CEREALCRN,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3983,null,BC PEANUT BUTTER,3.79,3.79,null,1034,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.79,BC PEANUT BUTTER,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3984,null,JACK LINKSORIGINA,5.99,5.99,null,1036,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.99,JACK LINKSORIGINA,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3985,null,TROLLISOU,6.98,6.98,null,1038,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.98,TROLLISOU,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3986,null,KRAFTVELVEETA SHE,5.99,5.99,null,1040,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.99,KRAFTVELVEETA SHE,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3987,511111802358,CRACKER BARREL,28.14,28.14,null,1042,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,559c2234e4b06aca36af13c6,null,null,null,CRACKER BARREL,null,28.14,CRCKR BRL,null,null,140.7,null,0,null,null,null,null,null,600b39f60a720f053500000e
3988,null,ORBITGUM,6.45,6.45,null,1046,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.45,ORBITGUM,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3989,null,CHEEZIT CRCKR,6.49,6.49,null,1048,null,1,null,null,null,null,null,null,null,null,null,null,null,null,CHEEZ-IT,null,6.49,CHEEZIT CRCKR,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3990,null,Cranberry Sunshine,4.98,4.98,null,1050,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.98,SUNSHINE C,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3991,025500005188,Folgers Classic Roast Medium Roast Ground Coffee,9.99,9.99,null,1052,null,1,null,null,null,null,null,null,null,SWISS MISS CAFÉ,5e825d64f221c312e698a62a,null,null,null,FOLGERS,MAXWELL HOUSE GROUND COFFEE,9.99,FOLGERS COFF CLSC,null,null,null,null,1,null,null,null,null,null,600b39f60a720f053500000e
3992,null,FOLGERS COFFEE,9.99,9.99,null,1054,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,FOLGERS,MAXWELL HOUSE GROUND COFFEE,9.99,FOLGERS COFFEE,null,null,null,null,1,null,null,null,null,null,600b39f60a720f053500000e
3993,029000016156,PLANTERS Deluxe Salted Whole Cashews - 18.25oz,14.99,14.99,null,1058,null,1,null,null,null,null,null,null,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,null,null,null,PLANTERS,null,14.99,PLNTR CASHEWS33OZ,null,null,75.0,null,null,null,null,null,null,PLANTERS CASHEWS,600b39f60a720f053500000e
3994,null,KLLGO FUN PACK CRL,4.99,4.99,null,1062,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.99,KLLGO FUN PACK CRL,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3995,044600020020,Fresh Step Scented Non,5.99,5.99,null,1068,null,1,null,null,null,null,null,Action not allowed for user and CPG,5eebc5412455c97a877ef382,FRESH STEP CAT LITTER 13LBS AND SMALLER,5eebc5412455c97a877ef382,null,null,null,FRESH STEP,null,5.99,FRH S AFK,null,null,null,null,null,null,null,null,null,FRESH STEP CAT LITTER 13LBS AND SMALLER,600b39f60a720f053500000e
3996,null,MFP HPP P FF SPS,2.99,2.99,null,1070,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.99,MFP HPP P FF SPS,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3997,null,PLNTRCASHEWS33OZ,14.99,14.99,null,1075,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14.99,PLNTRCASHEWS33OZ,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3998,null,KLLGO FUN PACKCRL,4.99,4.99,null,1077,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.99,KLLGO FUN PACKCRL,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
3999,null,FRUITY SNACKS,5.99,5.99,null,1080,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.99,FRUITY SNACKS,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4000,null,PRG US ORG CRISPS,2.99,2.99,null,1081,null,1,null,null,null,null,null,null,null,null,null,null,null,null,PRINGLES,null,2.99,PRG US ORG CRISPS,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4001,null,PRINGLES CRISPS,2.99,2.99,null,1082,null,1,null,null,null,null,null,null,null,null,null,null,null,null,PRINGLES,null,2.99,PRINGLES CRISPS,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4002,null,KLLGG S CEREAL,4.99,4.99,null,1083,null,1,null,null,null,null,null,null,null,null,null,null,null,null,KELLOGG'S,null,4.99,KLLGG S CEREAL,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4003,null,MARTINELLI,4.98,4.98,null,1084,null,1,null,null,null,null,null,null,null,null,null,null,null,null,MARTINELLI'S,null,4.98,MARTINELLI,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4004,null,MARTINELLIS SPARKL,2.49,2.49,null,1085,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.49,MARTINELLIS SPARKL,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4005,041321006357,WISHBONE RUSSIAN SALAD DRESSING PLASTIC BOTTLE 15 OZ - 0041321006351,3.29,3.29,null,1086,null,1,null,null,null,null,null,Action not allowed for user and CPG,5e825d64f221c312e698a62a,WISHBONE SALAD DRESSING,5e825d64f221c312e698a62a,null,null,null,WISHBONE,null,3.29,WISHBONE RUSSIAN,null,null,null,null,null,null,null,null,null,WISHBONE SALAD DRESSING,600b39f60a720f053500000e
4006,041695951130,BRSW FIG SHLF STBL PRSR JAR 12 OZ,5.49,5.49,null,1089,null,1,null,null,null,null,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,BRASWELL'S,null,5.49,BRASWELL DRSSNGVI,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4007,048001213517,BST FDS SPRD MYNS JAR 30 FL OZ,4.28,4.28,null,1091,null,1,null,null,null,null,null,null,null,BEST FOODS MAYONNAISE,559c2234e4b06aca36af13c6,null,null,null,HELLMANN'S/BEST FOODS,null,4.28,BEST FOODS,null,null,null,null,null,null,null,null,null,BEST FOODS MAYONNAISE,600b39f60a720f053500000e
4008,null,CMPBL CRM,1.98,1.98,null,1093,null,1,null,null,null,null,null,null,null,null,null,null,null,null,CAMPBELL'S,null,1.98,CMPBL CRM,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4009,null,MC GRILLMATES,1.99,1.99,null,1095,null,1,null,null,null,null,null,null,null,null,null,null,null,null,MCCORMICK GRILL MATES,A.1. DRY RUB,1.99,MC GRILLMATES,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4010,null,MC GRILLMATES,1.99,1.99,null,1096,null,1,null,null,null,null,null,null,null,null,null,null,null,null,MCCORMICK GRILL MATES,A.1. DRY RUB,1.99,MC GRILLMATES,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
4011,null,LINDSAYOL,2.58,2.58,null,1097,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.58,LINDSAYOL,null,null,null,null,null,null,null,null,null,null,600b39f60a720f053500000e
